index,메뉴명,조리방법,요리종류,열량,탄수화물,단백질,지방,나트륨,이미지경로,재료정보,저감조리법TIP,만드는법,감정,재료
739,바질 고구마 옥수수빵(플렌타),찌기,후식,161,23.3,7.8,4.6,229,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053556_1416213356807.jpg,시금치 10g  바질 3g  고구마 30g  옥수수가루15g   파마산치즈 10g  모짜렐라 치즈 10g,고구마는 항상화 비타민 전구체  베타카로틴 성분과 섬유질이 많아 영양 간식용으로 좋다.,1. 시금치와 바질을 팬에서 볶다가 소금  후추로 간한 뒤 모짜렐라 치즈를 넣어 식히고 고구마는 삶아 껍질을 벗긴 뒤 1cm 주사위 모양으로 자른다.||2. 소스팬에 물 2컵반을 넣고 끓이다가 찬물 1컵에 소금을 넣고 섞은 옥수수 가루를 천천히 넣어준다.||3. 다시 끓어오를 때까지 천천히 젓다가 낮은 온도에서 아주 되직해질 때까지 익힌 뒤 파마산 치즈를 넣고 섞는다.||4. 버터를 바른 사기그릇에 3을 절반가량 넣고 그위에 1과 2를 올리고  남은 반죽을 올려 그릇을 채워 냉장고에서 식힌다.||5. 4가 완전히 굳으면 176℃의 오븐에서 윗면에 갈색이 나도록 40분정도 굽는다.||6. 5를 적당한 크기로 잘라 접시에 담고 기호에 따라 토마토케첩을 곁들여 낸다.,0,시금치 바질 고구마 옥수수가루 파마산치즈 모짜렐라치즈
740,밥스틱,튀기기,밥,219.2,32.8,6.1,7.6,227,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053557_1416213357993.jpg,당근다진것 10g  양파다진것 15g  홍피망다진것 10g  청피망다진것 10g  햄다진것 10g  밥 10g  카레가루 2g  춘권피 30g  치즈 5g  튀김기름 3g  소금적당량  후춧가루 적당량,밥은 고슬고슬하게 지어 사용하는 것이 좋다.,1. 당근  양파  청피망  홍피망  햄은 곱게 다진다.||2. 달군 팬에 1을 넣고 볶는다.||3. 2에 밥을 넣고 볶으면서 카레가루와 소금  후춧가루로 간을 맞춘다.||4. 치즈는 적당한 크기로 잘라준다.||5. 춘권피에 3과 4를 넣고 스틱 모양으로 만든다.||6. 팬에 기름을 넉넉히 두르고 5를 튀겨준다,0,당근 양파 피망 햄 밥 카레가루 춘권피 치즈 튀김용기름 소금 후추
741,버섯 리조또,끓이기,밥,325,59,807,4.9,125,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053339_1416213219624.jpg,쌀 70g  양송이버섯 15g  마늘다진것 2g  닭육수 180g  파슬리다진것 2g  타임다진것 0.5  올리브오일 1.5g  파마산치즈 3g  버터 1g  소금적당량  후추적당량,리조또는 볶음밥보다 기름이 적게 들어가고 우유 등을 넣을 수도 있기 때문에 다양한 방법으로 영양성분을 보강할 수 있다.,1. 마늘은 잘게 다지고 양송이 버섯은 2mm 두께로 썬다.||2. 팬에 기름을 두르고 다진 마늘을 볶다가 양송이버섯을 넣고 볶아 접시에 담아둔다.||3. 2의 팬에 쌀을 넣고 볶는다.||4. 3에 닭육수를 넣고 수분을 흡수 할 때까지 잘 젓는다.||5. 쌀이 어느 정도 익으면 2를 넣고 쌀이 완전히 익을 때까지 조리한다.||6. 파마산치즈  소금  후추  다진 타임  다진 파슬리를 넣는다.,0,쌀 양송이버섯 마늘 닭육수 파슬리 타임 올리브유 파마산치즈 버터 소금 후추
742,버섯 참치 무른밥,끓이기,밥,145,23.3,5.4,3,1,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053600_1416213360850.jpg,불린 쌀 30g  물 92g  참치살 10g  표고버섯 5g  무 5g  양파 5g  참기름 2g  통깨 1g  소금적당량,물의 양 조절에 주의하여 너무 죽처럼 되지 않도록 주의 한다.,1. 불린 쌀은 믹서나 절구를 이용하여 간다.||2. 참치 살  표고버섯  무  양파는 곱게 다진다.||3. 팬에 참기름을 두르고 1과 다진 표고버섯  무  양파를 볶는다.||4. 3에 물을 넣어 무른 밥을 짓는다.||5. 4의 밥이 끓어오르면 다진 참치 살을 넣고 저어가며 끓인다.||6. 참치 살이 다 익으면 통깨를 뿌린다.,0,쌀 물 참치살 표고버섯 무 양파 참기름 통깨 소금
743,송이 미역국,끓이기,국&찌개,136,25.7,4.3,2.4,309,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053603_1416213363580.jpg,불린 쌀 30g  양송이버섯 10g  당근 10g  양파 3g  마른미역 5g  참기름 2g  물 90g,죽은 항상 소금 간을 마지막에 해야 묽어지지 않는다.,1. 쌀은 깨끗하게 씻어 불린다.||2. 1을 분쇄기로 살짝 간다.||3. 양송이버섯과 채소를 잘게 다진다.||4. 마른 미역은 30분 정도 불렸다가 잘게 다진다.||5. 냄비에 참기름을 두르고 2를 볶다가 3  4를 넣고 한번 더 볶는다.||6. 5에 물을 넣은 뒤 쌀알이 퍼지도록 끓인다.,0,쌀 양송이버섯 당근 양파 마른미역 참기름 물
744,시금치 배 미음,끓이기,밥,137,30.1,3.5,0.4,12,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053604_1416213364610.jpg,불린쌀 30g  물 90g  배 25g  시금치 20g  꿀 5g,물의 양은 쌀의 5배 정도로 하여 묽은 미음으로 만들어도 좋다.,1. 쌀은 깨끗하게 씻어 불린다.||2. 2를 믹서나 절구로 곱게 갈아 냄비에 물과 함께 넣고 끓인다.||3. 배는 껍질과 씨를 제거하고 강판에 간다.||4. 시금치는 끓는 물에 데친 후 물기를 꼭 짜서 곱게 다진다.||5. 2가 끓어오르면 3 4를 넣고 끓인다.||6. 입맛에 맞게 꿀로 간한다.,0,쌀 물 배 시금치 꿀
745,어린이 스시,끓이기,밥,135,11.3,6.7,6.4,200,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053608_1416213368763.jpg,밥 120g  달걀 삶은것 20g  슬라이스햄 5g  슬라이스치즈 5g  양파 3g  샐러리 3g  캔참치 3g  칵테일새우 5g  날치알 3g  마요네즈 5g[초대리] 식초 5g  설탕 3g  소금적당량,과일을 모양틀로 찍어 올려놓아도 된다.,1. 초대리 재료를 분량대로 섞어 설탕  소금이 녹을 정도로만 가열해 초대리를 만들어 고슬고슬하게 지은 따듯한 밥에 넣고 섞어 식힌다.||2. 달걀은 삶아 흰자와 노른자로 따로 체에 내려 가루를 만들어 놓는다.||3. 햄  치즈는 원하는 모양틀로 찍는다.||4. 기름을 제거한 참치에 다진 양파와 셀러리  마요네즈를 섞는다.||5. 칵테일 새우는 데쳐서 식힌다.||6. 모양틀에 밥을 찍어내고 그 위에 준비한 재료들을 올려 완성한다.,0,밥 달걀 슬라이스햄 슬라이스치즈 양파 샐러리 캔참치 칵테일새우 날치알 마요네즈 식초 설탕 소금
746,에멘탈 치즈 퐁듀,끓이기,후식,109,10.1,6.9,5,106,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053610_1416213370153.jpg,에멘탈 치즈 20g  마늘 2g  넛맥 약간  닭육수 30g 물전분 2g  바게트빵 6g  방울토마토 30g  키위 20g  소금적당량  후추 적당량,치즈가 닭육수와 잘 섞여 분리되지 않도록 한쪽 방향으로 잘 저어 주어야 한다.,1. 바닥이 두꺼운 팬의 표면에 마늘을 문질러 마늘 즙을 골고루 묻힌다.||2. 1을 가열한 뒤 버터를 녹인다.||3. 팬에 닭육수와 물전분을 넣고 약한 불에서 덩어리가 생기지 않도록 저어가며 끓인다.||4. 자른 에멘탈치즈를 넣고 나무 주걱을 이용하여 한 방향으로 젓는다.||5. 치즈가 다 녹으면 기호에 맞게 넉맥  소금  후추를 넣는다.||6. 바케트  방울토마토  키위 등을 적당한 크기로 잘라 꼬치에 꼿아 곁들인다.,0,에멘탈치즈 마늘 넛맥 닭육수 물 전분 바게트빵 방울토마토 키위 소금 후추
747,두부구이  버섯소스,굽기,반찬,91.12,2.85,7.02,5.74,1.97,http://www.foodsafetykorea.go.kr/uploadimg/20190409/20190409033713_1554791833052.jpg,두부 100g  느타리버섯 10g  발사믹크림 5g  올리브유 5g  올리고당 5g  쪽파 1g  간장 5g,두부의 고소한 맛과 발사믹크림을 이용한 버섯소스의 새콤한 맛으로 싱겁지 않아요.,1. 두부를 1.5cm 두께로 잘라 물기를 뺀다.||2. 프라이팬에 올리브유를 두르고 두부를 굽는다.||3. 느타리버섯을 먹기 좋은 크기로 찢는다.||4. 느타리버섯을 올리브유에 살짝 볶는다.||5. 4에 발사믹크림  올리고당을 넣어 졸인다.||6. 두부구이 위에 소스를 올린다.,0,두부 느타리버섯 발사믹크림 올리브유 올리고당 쪽파 간장
748,고구마 김치,기타,반찬,95.86,22.44,0.91,0.27,1.44,http://www.foodsafetykorea.go.kr/uploadimg/20190409/20190409040208_1554793328976.jpg,고구마 35g  미나리 3g  홍고추 1g  고춧가루 0.8g  올리고당 0.5g  마늘 1g  젓갈 0.5g  참깨 0.5g,젓갈을 양념에 넣지 않고 고구마를 절이는데 쓰면 사용량을 줄일 수 있어요.,1. 고구마를 먹기 좋은 크기로 썬다.||2. 고구마를 젓갈에 절인다.||3. 미나리  홍고추를 먹기 좋은 크기로 썬다.||4. 양념 재료를 모두 섞는다.||5. 절인 고구마와 썰어둔 미나리  홍고추  양념을 섞어 무친다.||6. 참깨를 뿌려 마무리한다.,0,고구마 미나리 홍고추 고춧가루 올리고당 마늘 젓갈 참깨
749,담양식떡갈비&야채쌈,굽기,반찬,200.4,3.9,23.9,8.9,197.1,http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313112428_1584066268285.JPG,우육(분쇄육) 60g  돈육(분쇄육) 30g  두부 30g  양파 5g  대파 5g  상추 30g  깻잎 10g  해바라기씨 2g  간장 0.5g  설탕 5g  쌈장 5g,쌈장에 두부와 해바라기씨를 섞어 염분을 낮췄어요.,1. 분쇄 우육과 돈육은 해동 후 핏물을 제거한다.||2. 두부는 끓는 물에 데쳐낸 후 으깬다.||3. 우육  돈육  다진양파  다진대파  으깬 두부(15g)에 간장과 설탕으로 간을 한 후 여러번 치댄다.||4. 점성이 생긴 고기를 동그랗게 성형한 후 팬에 구워낸다.||5. 쌈장에 으깬 두부(15g)와 해바라기 씨를 넣어 섞는다.||6. 떡갈비와 양념장  야채쌈을 함께 제공한다.,0,간 소고기 간 돼지고기 두부 양파 대파 상추 깻잎 해바라기씨 간장 설탕 쌈장
750,단감피클,기타,반찬,148.51,36.44,0.25,0.19,5.24,http://www.foodsafetykorea.go.kr/uploadimg/20210128/20210128054056_1611823256080.jpg,단감 60g  식초 15g  설탕 25g  물 15ml,나트륨이 높은 김치를 새콤달콤한 피클로 대체해 염분을 줄여요.,1. 단감의 껍질과 씨를 제거한다.||2. 단감을 깍둑썰기 한다.||3. 식초와 설탕과 물을 섞어 단촛물을 만든다.||4. 단촛물을 끓인다.||5. 단촛물을 식혀 단감에 부워 절인다.||6. 30분 정도 숙성시켜 완성한다.,0,단감 식초 설탕 물
751,들깨 삼계면,기타,일품,448.5,69.9,27.4,6.6,214.4,http://www.foodsafetykorea.go.kr/uploadimg/20210308/20210308052649_1615192009692.jpg,삼계탕용 닭(250g)  우유(500㎖)  삼계탕 티백(70g)  메밀면(100g)  깻잎(5장)  바질(5장)  삼계탕 육수(130㎖)  사과식초(30g)  홍고추(2개)  사과(½개)  들깻가루(20g)  소금(2g),들깻가루의 고소함과 식초의 새콤함으로 짠맛을 보완했어요.,1. 닭은 우유에 담가 20분간 재운다.||2. 냄비에 물(1.5L)과 닭  삼계탕 티백  소금을 넣어 30분간 삶아 건진 뒤 살을 발라 한입 크기로 찢는다.||3. 끓는 삼계탕 육수(800㎖)에 메밀면을 4분간 삶아 건져 얼음에 비벼 식힌 뒤 돌돌 말아준다.||4. 끓는 물(500㎖)에 깻잎을 넣어 1분간 살짝 데쳐 건진 뒤 펼쳐 찢은 닭고기  들깨소스  바질을 얹어 돌돌 말아준다.||5. 믹서에 국물 재료를 넣어 간 뒤 체에 거른다.||6. 그릇에 메밀면과 깻잎말이를 담은 뒤 국물을 부어 마무리한다.,0,닭 우유 삼계탕 티백 메밀면 깻잎 바질 삼계탕 육수 사과식초 홍고추 사과 들깨가루 소금
752,골뱅이무침과 삼겹살수육,찌기,반찬,504.8,12.6,30.4,37,709.8,https://www.foodsafetykorea.go.kr/common/ecmFileView.do?ecm_file_no=1NxSkgr946U,[ 2인분 ] 삼겹살(900g)  파채(100g)  월계수잎(3~5장)  맛술(3Ts)  설탕(1Ts)  고춧가루(1.5Ts)  간장(1Ts)  고추장(3Ts)  다진 마늘(1Ts)  레몬즙(1Ts)  통조림 골뱅이(1개),양파  대파 등 다양한 채소를 사용하여 재료 본연의 감칠맛을 살렸어요. 신맛의 레몬즙을 양념장에 넣어 적은 양으로도 단맛과 감칠맛을 높일 수 있어요. 골뱅이를 끓는 물에 데쳐 나트륨 함량을 줄였어요.,1. 양파는 도톰하게 모양대로 썰고  대파는 2등분하고  마늘은 꼭지를 제거하고  알배추는 깨끗하게 씻는다.||2. 통조림 골뱅이는 체에 밭쳐 국물을 거르고  끓는 물에 30초간 데쳐 건진 뒤 찬물에 헹군다.||3. 냄비에 양파  대파를 깔고  통마늘  삼겹살  월계수잎  맛술을 넣어 센 불로 끓인다.||4. 채즙이 나오면 약한 불로 줄여 45분간 고기를 삶는다.||5. 파채에 데친 골뱅이와 양념장을 넣어 골고루 버무린다.||6. 삶은 수육은 한 김 식힌 뒤 한입 크기로 썰고  알배추  골뱅이무침을 곁들여 마무리한다.,0,삼겹살 파채 월계수잎 맛술 설탕 고춧가루 간장 고추장 마늘 레몬즙 통조림 골뱅이
753,완두콩 스프,끓이기,일품,169,20.8,12.4,4.7,117,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053611_1416213371666.jpg,양파다진것 10g  샐러리다진것 5g  베이컨 13g  완두콩 80g  육수 120g  생크림 2g  소금 적당량  후추 적당량,육수는 주로 닭뼈와 다양한 야채를 함께 넣고 끓인 닭 육수를 이용한다.,1. 양파와 셀러리는 다지고  베이컨은 적당한 크기로 자른다.||2. 팬에 베이컨을 넣고 볶다가 양파  셀러리를 넣고 색이 나지 않게 볶는다.||3. 야채가 볶아지면 완두콩을 넣고 충분히 볶아준다.||4. 완두콩이 반 정도 익으면 육수를 넣고 푹 끓여준다.||5. 완두콩이 다 익으면 믹서에 간 뒤 체에 걸러낸다.||6. 5를 냄비에 옮기고 기호에 맞게 소금  후춧가루  생크림을 넣는다.,0,양파 샐러리 베이컨 완두콩 육수 생크림 소금 후추
754,유부 만두찜,찌기,반찬,114,8.7,9.31,6.1,163,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053613_1416213373259.jpg,유부 10g  미나리 10g  두부 20g  닭가슴살 15g  양파채썬것 15g  당근채썬것 10g  건표고버섯 5g  시금치 10g  소금적당량  흰 후춧가루 적당량  깨소금 1g  참기름 1g [초간장] 멸치 육수 3g  간장 2g  식초 2g  설탕 1g,유부는 기름기를 제거하기 위해 끓는 물에 데쳐서 사용하는 것이 좋다.,1. 유부는 윗면을 살짝 잘라 내고 입을 벌려 주머니를 만든 뒤 끓는 물에 데쳐 냉수에 헹구고 미나리는 잎을 떼고 데쳐 냉수에 헹군다.||2. 두부는 면보에 물기를 짠 뒤 곱게 으깨고 닭고기는 껍질을 제거하여 곱게 다진다.||3. 양파와 당근  불린 표고버섯은 곱게 채썰고 시금치는 끓는 물에 데쳐 물기를 짜고 2cm 길이로 썬다.||4. 볼에 2  3을 담고 소금  흰 후춧가루  깨소금과 참기름을 넣고 양념하여 만두소를 만든다.||5. 준비한 유부주머니에 만두소를 넣고 미나리로 묶어 김 오른 찜통에 10분 정도 찐다.||6. 초간장을 곁들여 낸다.,0,유부 미나리 두부 닭가슴살 양파 당근 건표고버섯 시금치 소금 흰후춧가루 깨 참기름 멸치육수 간장 식초 설탕
755,펜네 파스타 샐러드,끓이기,반찬,213,34.2,7.3,4.7,72,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053614_1416213374492.jpg,펜넬파스타 40g  청피망 10g  홍피망 10g  양파 10g  완두콩 5g  블랙올리브 2g  아스파라거스 2g  토마토콩카세 15g  파마산치즈 4g  소금적당량 [바질 페스토] 잣 2g  올리브오일 2g  바질 3g  믹서에 갈아줌,파스타는 국수와 달리 전분량이 많지 않기 때문에 찬물에 헹구지 말고 물기를 빼서 그대로 식혀 사용한다.,1. 펜네 파스타를 끓는 소금물에 기름을 약간 넣고 10분정도 삶아 체에 밭쳐 물기를 뺀다.||2. 청피망  홍피망  양파는 펜네 파스타 길이로 썰고  완두콩은 끓는 물에 데쳐서 찬물에 헹군 뒤 물기를 뺀다.||3. 아스파라거스도 펜네 파스타 길이로 썰어 끓는 소금물에 데쳐 찬물에 식힌 뒤 물기를 뺀다.||4. 블랙올리브를 링 형태로 썬다.||5. 볼에 1과 바질 페스토  소금을 넣고 섞는다.||6. 5와 나머지 야채들을 같이 섞어 접시에 담는다.,0,펜넬파스타 청피망 홍피망 양파 완두콩 블랙올리브 아스파라거스 토마토콩카세 파마산치즈 소금 잣 올리브유 바질
756,해산물 옥수수 오븐구이,굽기,반찬,112,8.5,9,4.7,211,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053615_1416213375835.jpg,달걀 30g  새우 5g  바지락 3g  도미살 5g  슬라이스 햄 3g  실파 2g  토마토 10g  애호박 25g  캔 옥수수 20g  슬라이스 치즈 8g  홍고추 1g  바질 1g  올리브오일 1g  마늘다진것 1g  소금적당량  후춧가루 적당량,달걀을 스크램블할 때에는 낮은 온도에서 서서히 익혀야 부드러운 질감을 얻을 수 있다.,1. 새우는 껍질과 내장을 제거하고 바지락은 살짝 데쳐 입이 열리면 살을 발라낸다.||2. 해산물은 0.5cm 크기로 썰고 실파는 송송 썬다.||3. 토마토는 껍질을 벗겨 햄과 비슷한 크기로 썰고 바질은 굵게 채썬다.||4. 팬에 올리브오일은 두르고 햄  옥수수를 넣어 볶다가 풀어둔 달걀을 넣고 스크램블을 만든다.||5. 4가 반 정도 익었을 때 해산물  토마토  바질을 넣고 홍고추로 장식하고 다 익으면 오븐용 용기에 담는다.||6. 5에 치즈를 0.5cm 넓이로 잘라 격자로 올리고 오븐에서 굽는다.,0,달걀 새우 바지락 도미살 슬라이스햄 실파 토마토 애호박 캔 옥수수 슬라이스치즈 홍고추 바질 올리브유 마늘 소금 후추
