index,메뉴명,조리방법,요리종류,열량,탄수화물,단백질,지방,나트륨,이미지경로,재료정보,저감조리법TIP,만드는법,감정,재료
161,봄주먹밥,끓이기,밥,252.4,19.63,4.29,2.12,118.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00224_2.png,재료 봄동(10g)  깻잎(6g)  낙지 다리(6g)  참기름(3g) 두릅(8g)  올리브유(4g)  미나리(3g) 주먹밥 데친 꼬막살(14g)  올리브유(4g)  밥(100g)  참깨(3g) 두부강된장 참기름(10g)  다진 양파(14g)  다진 당근(14g) 다진 애호박(14g)  물(150g)  된장(14g) 고춧가루(4g)  다진 마늘(4g)  송송 썬 붉은 고추(4g) 송송 썬 청양고추(4g)  으깬 두부(76g),주먹밥에 소스를 넣지 않고 찍어 먹을 수 있도록 하여 나트륨 섭취를 줄일 수 있다. 또한 강된장에 두부를 넣어 나트륨 함량을 줄였다.,"1. 봄동과 깻잎은 데친 뒤 체에 밭쳐
물기를 제거한다.||2. 데친 꼬막살은 물기를 제거하고
다져 올리브유로 양념한 밥에
참깨와 함께 버무린 후 한입 크기로
주먹밥을 만든다.||3. 낙지 다리는 데쳐 찬물에 담가 식힌
뒤 참기름(3g)에 양념하고  두릅은
데쳐 물기를 제거한 뒤 올리브유로
양념한다.||4. 봄동에 꼬막밥을 넣고 만 뒤
깻잎으로 싸고 데친 미나리로 묶어
봄주먹밥을 만든다.||5. 냄비에 참기름(10g)을 두르고 양파 
당근  애호박을 넣고 볶은 뒤 물 
된장  고춧가루  다진 마늘  붉은
고추  청양고추를 넣고 끓이다가
두부를 넣고 조려 두부강된장을
만든다.||6. 봄주먹밥에 낙지와 두릅 
두부강된장을 곁들여 마무리한다.",0,봄동 깻잎 낙지 참기름 두릅 올리브유 미나리 꼬막 밥 참깨 양파 당근 애호박 물 된장 고춧가루 홍고추 청양고추 두부
162,깻잎장아찌롤,끓이기,밥,375.2,18.4,2.6,3.4,750.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00225_2.png,재료 쌀(200g)  깻잎장아찌(30g)  김(5g)  새싹(20g) 밥 밑간 참기름(5g)  참깨(3g) 허브타르타르드레싱 양파(20g)  피클(20g)  삶은 달걀(60g)  마요네즈(20g) 머스터드소스 설탕(3g)  물(5g)  머스터드소스(15g),소금간 대신 산뜻한 피클을 다져 넣은 소스를 사용해 나트륨 섭취를 줄였다.,"1. 쌀을 씻어 밥을 지은 뒤 밥 밑간을
한다.||2. 양파  피클  삶은 달걀은 다진 뒤
마요네즈에 섞어
허브타르타르드레싱을 만든다.||3. 김 위에 양쪽으로 밥을 펴고
허브타르타르드레싱을 위에
올린 후 만다.||4. 깻잎장아찌를 바닥에 깔고 말아놓은
롤을 올린 후 한 번 더 만다.||5. 머스타드소스를 만든다.||6. 한입 크기로 롤을 썬 뒤 새싹과
소스를 곁들여 마무리한다.",0,쌀 깻잎장아찌 김 새싹 참기름 참깨 양파 피클 달걀 마요네즈 머스터드 설탕 물
163,참치비빔밥롤,굽기,밥,468.1,19.83,8.57,2.72,171.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00226_2.png,재료 멥쌀(60g)  완두콩(30g)  달걀(80g)  주키니호박(15g) 당근(15g)  가지(15g)  참치(25g)  김밥용 김(2g)  케일(3g) 참치밑간 후춧가루(3g)  올리브유(5g) 사과드레싱 식초(3g)  굵게 다진 사과(8g)  로즈마리(2g)  꿀(5g) 토마토소스 토마토(50g)  고추(5g),토마토소스와 사과드레싱으로 맛을 내 소금간을 줄이고 나트륨 함량을 낮췄다.,"1. 쌀을 물에 불린 뒤 완두콩을 함께
넣고 밥을 짓는다.||2. 달걀을 풀어 체에 내린 뒤 지단을
부치면서 반 정도 익었을 때 그 위에
얇게 썬 주키니호박  당근  가지를
올려 익힌다.||3. 참치를 참치밑간에 재운 뒤 겉만
살짝 익힌다.||4. 김에 밥을 올리고  뒤집어 참치를
올려 만 뒤 그 위에 지단을 올려
한 번 더 만다.||5. 사과드레싱을 만들고 
토마토소스 재료를 간 뒤 체에
거른다.||6. 참치비빔밥롤을 담은 뒤
토마토소스를 곁들이고  케일에
사과드레싱을 뿌려 마무리한다.",0,맵쌀 완두콩 달걀 주키니호박 당근 가지 참치 김밥용 김 케일 후추 올리브유 식초 사과 로즈마리 꿀 토마토 고추
164,새싹참치김밥,끓이기,밥,319.8,25.9,5.78,2.75,109.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00227_2.png,재료 파프리카(15g)  파인애플(15g)  달걀(30g)  김(2g)  밥(150g) 새싹채소(10g)  참치(12g) 소스 저염간장(5g)  마요네즈(2.5g)  설탕(0.5g),보통 김밥에 들어가는 햄이나 어묵 등을 대신해 새싹채소와 파프리카 등 채소를 속재료로 사용해 나트륨 함량을 낮췄다. 또한 파인애플로 달콤한 맛을 내 나트륨 섭취를 줄였다.,"1. 소스를 만든다.||2. 파프리카와 파인애플을 먹기 좋게
썬다.||3. 스크램블 에그를 만든다.||4. 김발 위에 ⅔크기로 자른 김을 놓고
밥을 고루 편 뒤 새싹채소 
스크램블 에그  파프리카  기름 뺀
참치  파인애플을 올리고 소스를
고르게 뿌린다.||5. 반으로 접어 먹기 좋게 썰어
마무리한다.",0,파프리카 파인애플 달걀 김 밥 새싹채소 참치 간장 마요네즈 설탕
165,연어주먹밥튀김,튀기기,밥,660.2,25.1,6.56,6.75,537.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00228_2.png,재료 당근(30g)  피망(30g)  양파(30g)  밥(100g)  마요네즈(20g) 통조림 연어(1캔=130g)  식초(10g)  데리야키소스(15g) 달걀(40g)  빵가루(60g)  어린잎채소(50g) 오리엔탈소스 식초(10g)  레몬즙(15g)  간장(10g)  다진 마늘(10g)  꿀(10g) 올리브유(20g)  참깨(5g),연어를 식초물에 데쳐 염분을 최대한 제거해 나트륨 섭취량을 줄였다,"1. 당근  피망  양파를 잘게 다진 뒤
기름에 살짝 볶아 밥에
마요네즈(10g)와 함께 넣어 섞는다.||2. 통조림 연어는 기름기를 빼고 
식초를 넣은 끓는 물에서 30초 정도
데친다.||3. 데리야키소스와 마요네즈(10g)에
연어를 넣고 버무려 양념한다.||4. 밥을 동그랗게 빚은 뒤 가운데에
연어를 넣고 주먹밥을 만든다.||5. 달걀물과 빵가루를 입혀 160℃로
예열한 기름에 바삭하게 튀긴다.||6. 연어주먹밥튀김을 담고
어린잎채소를 곁들인 뒤
오리엔탈소스를 곁들여 마무리한다.",0,당근 피망 양파 밥 마요네즈 연어 식초 데리야끼소스 달걀 빵가루 어린잎채소 식초 레몬즙 간장 마늘 꿀 올리브유 참깨
166,오징어불고기김밥,끓이기,밥,452.2,14.5,13.9,3.42,244.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00229_2.png,재료 오징어 몸통(130g)  파프리카(30g)  당근(20g)  피망(30g)  밥(200g) 채 썬 쇠고기(우둔살  60g)  달걀(50g)  김(2g)  깻잎(20g)  새송이버섯(30g) 양념 참기름(15g)  고추장(3g)  매실청(15g),저염고추장과 매실청을 사용한 소스로 달콤한 맛을 내 나트륨 함량을 줄였다,"1. 오징어 몸통 안쪽에 칼집을 내고
끓는 물에 데친다.||2. 파프리카와 당근  피망은 작게 다져
볶은 뒤 밥에 넣어 섞는다.||3. 쇠고기는 참기름에 볶는다.||4. 달걀을 풀어 약한 불로 달군 팬에
부은 뒤 김가루를 뿌려 지단을
부치고  바닥이 익으면 깻잎과
밥을 올린다.||5. 데친 오징어  볶은 쇠고기 순으로
올려 만 뒤 랩으로 싼다.||6. 고추장과 매실청을 섞은 뒤 팬에
넣고 약한 불에서 끓여 소스를
만들고 한입 크기로 썬 김밥에
구운 버섯을 함께 곁들여
마무리한다.",0,오징어 파프리카 당근 피망 밥 소고기 우둔살 달걀 김 깻잎 새송이버섯 참기름 고추장 매실청
167,닭가슴살청포묵비빔밥,끓이기,밥,421.5,28.1,5.19,1.27,104,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00230_2.png,재료 닭가슴살(40g)  양배추(10g)  청포묵(30g)  숙주(30g) 쌀(80g)  달걀지단(20g)  무순(5g) 닭고기 삶는 재료 된장(3g)  마늘(5g)  후춧가루(0.1g)  소금(0.1g) 비빔소스 저염간장(4g)  참기름(1g),닭가슴살은 삶아 염분을 제거하고  청포묵에도 따로 간을 하지 않고 저염간장으로 만든 소스를 곁들여 나트륨 섭취를 줄였다,"1. 닭고기 삶는 재료를 물(100g)에 넣어
끓이다가 닭가슴살을 넣고 삶아
한입 크기로 썬다.||2. 양배추는 곱게 채 썰고  청포묵은
먹기 좋은 크기로 썬다.||3. 숙주는 끓는 물에 데쳐 물기를 뺀다||4. 비빔소스를 만든다.||5. 쌀에 물을 붓고 밥을 짓는다.||6. 밥 위에 닭가슴살  양배추  청포묵 
숙주  달걀지단  무순을 담아
마무리한다.",0,닭가슴살 양배추 청포묵 숙주 쌀 달걀 무순 된장 마늘 후추 소금 간장 참기름
168,족발수육,끓이기,반찬,282.2,16.2,22.2,14.3,471.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00325_2.png,주재료 : 양념족발 200g  고구마 150g  가지 150g  맥주 400g  백김치 50g 백김치 무침양념 : 참기름 15g  통깨 3g,백김치를 물에 헹궈 양념을 제거하여 짠맛을 줄였다.,"1. 조미된 족발은 뜨거운 맥주에 데쳐내 기름기를
제거한다.||2. 고구마는 편으로 썰어 냉수에 헹궈 기름
없는 팬에 구워준다.||3. 가지는 편으로 썰어서 수분을 제거한다.||4. 가지는 편으로 썰어 살짝 구워준다.||5. 백김치는 물에 헹궈서 손으로 꼭 짠 후 송송
썰어서 양념을 해 무쳐준다.||6. 무쳐준 김치와 함께 구워진 채소와 족발수육을
담아 완성한다.",0,족발 고구마 가지 맥주 백김치 참기름 통깨
169,함초떡갈비,굽기,반찬,254.1,5.7,19.8,16.9,210.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00326_2.png,갈은 소고기 150g  갈은 돼지고기 150g  당근 25g  새송이버섯 20g 함초 30g  양파 25g  샐러리 10g  대파 10g  다진마늘 10g  참기름 15g  통깨 5g  함초소금 1g 소스 : 발사믹식초 30g  설탕 15g  흰후추 1g,소금 대신 자연식품인 함초를 사용하여 함초 특유의 맛과 향미로 짠맛을 대체하였다.,"1. 함초는 송송 다져준다.||2. 당근  새송이  샐러리  양파를 송송 다져준다.||3. 볼에 소고기  돼지고기  다져 놓은 채소와
다진마늘  다진대파  참기름을 넣고 반죽해준다.||4. 여기에 함초 다진 것을 넣고 다시 반죽해 준다.||5. 떡갈비 모양으로 만들어준 후 팬에 노릇하게
구워준다.||6. 소스를 만들어 구워진 떡갈비를 졸여준다.",0,간 소고기 간 돼지고기 당근 새송이버섯 함초 양파 샐러리 대파 마늘 참기름 통깨 소금 발사믹식초 설탕 흰후추
170,삼색소면,끓이기,일품,168.1,29.4,8.5,1.8,437.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00327_2.png,3가지색 소면(분홍  초록  흰색) 각 25g씩  쪽파 20g  청고추 20g  홍고추 15g  마늘 10g 국물 : 다시마물 400g  모시조개 200g  볶은소금 1g  청주 15g,다시마와 모시조개를 이용하여 천연육수를 만들어 감칠맛을 높였다.,"1. 모시조개는 볶은소금을 넣어서 해감시킨다.||2. 준비된 다시마물에 준비된 채소의 국물재료를
넣고 국물을 만들어준다.||3. 만들어진 국물에 모시조개를 넣고 청주를
부어서 국물을 만들어준다.||4. 쪽파는 송송 다지고 마늘은 곱게 다져주고
청홍고추는 가늘게 채 썰어준다.||5. 면을 각각 삶아준다.||6. 삼색 면을 그릇에 담고 만들어진 국물을
부워서 완성한다.",0,소면 쪽파 청고추 홍고추 마늘 다시마 모시조개 볶은소금 청주
171,돼지수육맑은전골,끓이기,국&찌개,120.3,9.6,0.6,8.8,147.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00328_2.png,통삼겹 250g  된장 10g  통후추 2g 다진대파 5g  팽이버섯 10g  당근 20g  배추 30g  청경채 20g 애호박 25g  숙주 25g  청양고추 20g 육수 : 천연다시다 15g  물 300g  다진마늘 5g 곁들이장 : 어간장 15g  겨자 5g  식초 15g  깨 5g,국물을 내는 육수는 천연재료를  곁들이장은 어간장을 사용하여 일반간장  소금을 대체하여 나트륨 함량을 줄였다.,"1. 당근  청경채  배추  애호박  팽이버섯은 먹기
좋은 크기로 잘라준다.||2. 흑돼지고기  저염된장  후추를 넣어서 불순물을
제거하면서 고기를 삶아준다.||3. 천연다시다로 육수를 만들어 체에 걸러준다.||4. 손질한 야채들과 청양고추를 잘라 함께 육수에
데쳐 국물에 매운 맛을 낸다.||5. 곁들이장을 만들어 준다.||6. 냄비에 데쳐준 채소와 국물을 붓고 고기를
먹기좋게 썰어 소스랑 완성한다.",0,통삼겹 된장 통후추 대파 팽이버섯 당근 배추 청경채 애호박 숙주 청양고추 다시다 물 마늘 아간장 겨자 식초 깨
172,채소비빔밥,끓이기,밥,303.9,41.2,10.4,10.8,189.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00329_2.png,쌀 150g  바지락 100g  다진쇠고기 25g  물 300g  참기름 15g  흰후추 1g  다진마늘 15g 애호박 25g  양파 25g  오이 25g  당근 25g  표고 25g 두부볶음 : 두부 50g  함초 25g  깻잎 10g  양파 20g  다진파 15g  다진마늘 15g,두부볶음에 특유의 향과 맛을 내는 함초  깻잎  양파  계란을 넣어 추가장을 하지 않고 맛있는 맛을 낸다.,"1. 바지락은 해감을 시켜준 후 물에 넣어 바지락
육수를 만들어준다.||2. 바지락살은 따로 떼어내어 다진소고기와
다시 다져서 양념해 볶아준다.||3. 두부는 물기제거를 한 후 함초  깻잎  다진양파 
를 넣어 치대어 두부볶음을 만들어준다.||4. 애호박은 채 썰어주고 양파  오이  당근  표고도
채 썰어 각각 볶아준다.||5. 볶은 바지락과 쌀을 넣어 밥을 한다.||6. 몰드에 밥과 각종 채소들을 올려주고 마지막에
두부 스크램블을 올려 밥을 완성한다.",0,쌀 바지락 다진 소고기 물 참기름 흰후추 마늘 애호박 양파 오이 당근 표고버섯 두부 함초 깻잎 파
173,열무김치파스타,볶기,일품,270.4,42.1,6.6,8.4,371,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00330_2.png,파스타면 50g  열무김치 100g  오이 20g  청홍고추 각각 15g 노란 파프리카 30g  양파 30g  당근 25g 생들기름 30g  통깨 2g  청양고추 30g,특별한 간을 하지 않고 청양고추의 매운 맛과 열무김치의 시큼하고 시원한 맛으로 짠맛을 대체하였다.,"1. 뜨거운 물에 파스타면을 삶아낸 뒤 물기를
빼준다.||2. 송송 썬 청양고추를 생들기름에 볶아주다
면을 볶는다.||3. 볶아준 청양고추에 삶아진 면을 볶아준다.||4. 열무김치는 송송 썰어서 들기름에 살짝
볶아준다.||5. 오이는 돌려깎기 해서 채 썰어주고 청고추 
2가지색 파프리카  당근도 채 썰어 각각 볶아
준다.||6. 청양고추에 볶아진 파스타면을 볶은 채소와
한 번 더 볶아 완성한다.",0,파스타면 열무김치 오이 청고추 홍고추 노랑 파프리카 양파 당근 생들기름 통깨 청양고추
174,해초갈비찜,끓이기,반찬,288.6,5.2,31.1,16,604.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00331_2.png,찜갈비 200g  마른미역줄기 10g  감자 20g  양파 25g  청고추 15g 홍고추 15g  대추 4g  당근 20g  메추리알 25g  양념장 : 맛간장 30g  다진마늘 5g  다진대파 5g  생강청 15g  후추 1g 참기름 3g  올리고당 15g  통깨 1g,기존 갈비찜은 만들 때 양념장과 생고기를 같이 넣어 간을 속까지 넣어주는데  미리 생고기와 생강청을 넣고 익혀 고기의 맛을 좋게 하고 양념장의 간을 적게 한다.,"1. 갈비는 핏물을 빼주고 뜨거운 물에 80% 이상
데쳐준 뒤 갈비와 감자를 물을 자작하게 넣고
청주  생강청을 넣고 푹 삶아준다.||2. 양파  청고추  홍고추는 먹기 좋게 썰어준다.||3. 마른미역줄기는 냉수에 행군 뒤 물기를 빼준다.||4. 양념장을 바글바글 끓여준다.||5. 끓고 있는 양념장에 삶아진 갈비  감자  당근
순으로 끓이다 메추리알을 넣고 졸여준다.||6. 마지막에 미역줄기를 넣고 볶아주는 형식으로
갈비찜을 완성한다.",0,소고기 갈비 마른미역줄기 감자 양파 청고추 홍고추 대추 당근 메추리알 맛간장 마늘 대파 생강청 후추 참기름 올리고당 통깨
175,버섯곤드레밥,끓이기,밥,250.2,45.6,8.8,3.7,196.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00332_2.png,쌀 100g  건곤드레 10g  느타리버섯 20g  참기름 15g 비빔장 : 두부 50g  된장 15g  다진청고추 5g  다진홍고추 5g  다진마늘 2g 다진대파 2g  참기름 15g  통깨 2g,양념장을 만들때 된장의 양을 줄이기 위해 두부를 사용해서 고소함을 더해주었고  버섯을 이용해 씹는 맛을 살려 식감과 맛을 높여주었다.,"1. 곤드레는 뜨거운 물에 데쳐낸 뒤 깨끗하게
헹구고 송송 썰어준다.||2. 두부의 물기를 짜 준다.||3. 양념장 재료와 물기를 짠 두부로 양념장을
만들어준다.||4. 느타리버섯은 뜨거운 물에 데쳐낸 후 수분을
빼 가늘게 찢어준다.||5. 냄비에 참기름을 두르고 곤드레를 볶다가 쌀을
넣고 밥을 해준다.||6. 뜸을 들일 때 느타리버섯을 올려주어 밥을
완성한다.",0,쌀 말린 곤드레 느타리버섯 참기름 두부 된장 청고추 홍고추 마늘 대파 통깨
176,바다향이 풍부한 전복죽,끓이기,밥,220.4,34.1,8.7,5.5,95.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00333_2.png,전복 100g  당근 15g  건조미역 10g 찹쌀 50g  흑임자 3g  참기름 15g  청주 15g  흰후추 2g,참기름을 이용해 내장을 볶아 고소한 맛을 충분히 내주었고  미역과 당근으로 씹는 맛을 주어 짜지 않으면서 식감과 풍미를 높여주었다.,"1. 찹쌀은 불려주고 전복은 손질해 내장과 분리해
준 뒤 청주를 넣어서 전복 내장을 믹서에
갈아준다.||2. 전복 몸에 칼집을 내준 후 참기름을 두른 팬에
구워준다.||3. 당근과 미역은 송송 잘라준다.||4. 전복내장을 먼저 참기름에 충분히 볶아준다.||5. 내장을 볶아주다가 불린 찹쌀을 넣고 충분히
볶아준다.||6. 죽이 완성될 때 당근  미역을 넣고 죽을 끓여
주고 전복은 고명으로 올려준다.",0,전복 당근 건조미역 찹쌀 흑임자 참기름 청주 흰후추
177,주꾸미연포탕,끓이기,국&찌개,90.3,6.9,12.3,1.5,280.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00334_2.png,주꾸미 200g  무 30g  양파 50g  대파 20g  미나리 20g  단호박 25g  청고추 25g 국물 : 해물육수 400g  청양고추 20g  마늘 10g  흰후추 1g,주꾸미와 무  호박을 이용해 국물의 시원함을 살리고  청양고추의 매콤한 맛으로 나트륨을 줄여주었다.,"1. 주꾸미는 세척해 물기를 빼준다.||2. 무와 단호박은 먹기 좋게 썰어준다.||3. 청고추  미나리  양파를 먹기 좋게 썰어준다.||4. 청양 고추를 어슷하게 썰고 마늘은 편으로 썰어
국물을 끓여준다.||5. 국물이 만들어지면 무  단호박을 넣고 끓여준다.||6. 국물에 대파를 넣어주고 모든 재료를 넣어
완성한다.",0,주꾸미 무 양파 대파 미나리 단호박 청고추 해물육수 청양고추 마늘 흰후추
